ENSEMBL	idx	TX_LENGTH
ENSG00000225595.2	32246	3098
ENSG00000266126.1	32247	366
ENSG00000223514.1	32248	78
ENSG00000243033.2	32249	999
ENSG00000251750.1	32250	111
ENSG00000280356.1	32251	10684
ENSG00000274196.5	32252	778
ENSG00000278424.1	32253	490
ENSG00000204702.5	32254	2295
ENSG00000227583.1	32255	745
ENSG00000217315.1	32256	909
ENSG00000136697.13	32257	1590
ENSG00000235147.1	32258	442
ENSG00000277661.4	32259	876
ENSG00000199212.1	32260	209
ENSG00000286363.1	32261	1001
ENSG00000248420.1	32262	680
ENSG00000277452.1	32263	299
ENSG00000218549.2	32264	945
ENSG00000233238.1	32265	285
ENSG00000239405.1	32266	612
ENSG00000279623.1	32267	587
ENSG00000230889.2	32268	1745
ENSG00000271627.1	32269	583
ENSG00000240823.3	32270	275
ENSG00000204637.4	32271	336
ENSG00000204701.2	32272	3820
ENSG00000224962.4	32273	526
ENSG00000223604.1	32274	531
ENSG00000225424.1	32275	475
ENSG00000253070.1	32276	64
ENSG00000124557.12	32277	2895
ENSG00000226567.2	32278	3179
ENSG00000267793.1	32279	570
ENSG00000258703.1	32280	807
ENSG00000249688.1	32281	438
ENSG00000240750.3	32282	297
ENSG00000200789.1	32283	148
ENSG00000131914.11	32284	3975
ENSG00000236069.2	32285	1401
ENSG00000231358.4	32286	1084
ENSG00000214684.2	32287	713
ENSG00000288604.1	32288	349
ENSG00000229622.1	32289	1142
ENSG00000270699.1	32290	112
ENSG00000222213.1	32291	105
ENSG00000239948.2	32292	277
ENSG00000230196.1	32293	443
ENSG00000266436.1	32294	66
ENSG00000243886.1	32295	571
ENSG00000267193.7	32296	2040
ENSG00000249727.2	32297	976
ENSG00000275322.1	32298	1133
ENSG00000230164.1	32299	1047
ENSG00000229291.1	32300	190
ENSG00000260797.1	32301	663
ENSG00000233082.1	32302	433
ENSG00000269466.4	32303	982
ENSG00000248132.3	32304	2544
ENSG00000199934.1	32305	77
ENSG00000201325.1	32306	122
ENSG00000236554.1	32307	1306
ENSG00000235379.1	32308	724
ENSG00000264840.1	32309	281
ENSG00000200601.1	32310	107
ENSG00000254707.1	32311	539
ENSG00000258758.1	32312	1620
ENSG00000212122.4	32313	2437
ENSG00000213144.2	32314	545
ENSG00000227729.5	32315	1454
ENSG00000240359.1	32316	231
ENSG00000235124.1	32317	1448
ENSG00000255021.1	32318	613
ENSG00000230952.1	32319	1061
ENSG00000232228.1	32320	318
ENSG00000116133.13	32321	6214
ENSG00000187185.4	32322	2114
ENSG00000199565.1	32323	102
ENSG00000219867.1	32324	586
ENSG00000178718.7	32325	2355
ENSG00000286947.1	32326	1003
ENSG00000222644.1	32327	136
ENSG00000238047.1	32328	901
ENSG00000228308.2	32329	2400
ENSG00000225568.1	32330	826
ENSG00000176716.5	32331	1686
ENSG00000176243.9	32332	739
ENSG00000242070.1	32333	602
ENSG00000251908.1	32334	110
ENSG00000263424.1	32335	3305
ENSG00000134812.8	32336	2402
ENSG00000122728.6	32337	6216
ENSG00000234931.1	32338	2186
ENSG00000233922.3	32339	7121
ENSG00000251579.1	32340	523
ENSG00000230859.1	32341	480
ENSG00000259133.5	32342	734
ENSG00000204767.4	32343	5715
ENSG00000224863.3	32344	1764
ENSG00000223808.1	32345	677
ENSG00000243365.3	32346	296
ENSG00000200204.1	32347	158
ENSG00000230516.1	32348	839
ENSG00000213578.6	32349	2002
ENSG00000267704.1	32350	1563
ENSG00000247556.6	32351	12673
ENSG00000214047.4	32352	465
ENSG00000260455.2	32353	3692
ENSG00000264421.1	32354	380
ENSG00000222617.1	32355	310
ENSG00000225269.3	32356	3195
ENSG00000212546.1	32357	107
ENSG00000130561.17	32358	11885
ENSG00000211855.1	32359	58
ENSG00000231298.7	32360	2830
ENSG00000241420.3	32361	293
ENSG00000168334.9	32362	6467
ENSG00000250674.1	32363	561
ENSG00000230268.3	32364	585
ENSG00000184029.9	32365	2054
ENSG00000237650.2	32366	943
ENSG00000132464.13	32367	5807
ENSG00000159182.5	32368	382
ENSG00000227624.2	32369	276
ENSG00000249525.1	32370	583
ENSG00000250646.1	32371	455
ENSG00000256462.1	32372	595
ENSG00000233597.3	32373	576
ENSG00000202074.1	32374	103
ENSG00000204072.3	32375	562
ENSG00000250825.1	32376	748
ENSG00000260986.1	32377	510
ENSG00000249439.1	32378	517
ENSG00000204031.3	32379	223
ENSG00000157388.19	32380	19184
ENSG00000239653.1	32381	2456
ENSG00000237036.5	32382	3861
ENSG00000144460.12	32383	5461
ENSG00000186648.15	32384	6657
ENSG00000124232.11	32385	2774
ENSG00000204704.2	32386	1028
ENSG00000255427.1	32387	564
ENSG00000273614.1	32388	128
ENSG00000225803.1	32389	522
ENSG00000016391.11	32390	7787
ENSG00000262248.1	32391	344
ENSG00000188996.4	32392	1025
ENSG00000242547.3	32393	289
ENSG00000134323.12	32394	2616
ENSG00000140859.16	32395	9600
ENSG00000243410.1	32396	441
ENSG00000275139.1	32397	3955
ENSG00000171303.7	32398	6223
ENSG00000256642.1	32399	1452
ENSG00000166147.14	32400	16027
ENSG00000188559.15	32401	11649
ENSG00000116991.11	32402	8552
ENSG00000143387.13	32403	1824
ENSG00000232109.1	32404	1049
ENSG00000265961.1	32405	114
ENSG00000231181.1	32406	559
ENSG00000206588.1	32407	164
ENSG00000265503.1	32408	75
ENSG00000231898.9	32409	6185
ENSG00000274079.1	32410	283
ENSG00000118276.11	32411	5306
ENSG00000259565.2	32412	1207
ENSG00000071243.16	32413	5200
ENSG00000259312.1	32414	552
ENSG00000150093.19	32415	6012
ENSG00000259286.3	32416	920
ENSG00000287321.1	32417	428
ENSG00000079616.13	32418	4311
ENSG00000229652.1	32419	287
ENSG00000250567.1	32420	555
ENSG00000124140.14	32421	8907
ENSG00000244131.2	32422	645
ENSG00000214821.4	32423	567
ENSG00000189420.8	32424	6105
ENSG00000242295.1	32425	340
ENSG00000074935.14	32426	7087
ENSG00000272267.2	32427	1377
ENSG00000218617.1	32428	385
ENSG00000222404.1	32429	352
ENSG00000259534.1	32430	542
ENSG00000248538.8	32431	17427
ENSG00000264289.1	32432	292
ENSG00000233387.1	32433	552
ENSG00000248757.2	32434	432
ENSG00000263293.2	32435	713
ENSG00000259137.1	32436	552
ENSG00000171451.14	32437	9266
ENSG00000259320.2	32438	1961
ENSG00000178631.7	32439	1129
ENSG00000232968.1	32440	578
ENSG00000287267.1	32441	865
ENSG00000258774.1	32442	918
ENSG00000259282.5	32443	627
ENSG00000110881.12	32444	5745
ENSG00000273912.1	32445	68
ENSG00000279836.1	32446	539
ENSG00000231883.1	32447	804
ENSG00000230356.1	32448	1801
ENSG00000121690.11	32449	3314
ENSG00000258850.1	32450	854
ENSG00000225338.1	32451	468
ENSG00000258443.1	32452	937
ENSG00000252727.1	32453	132
ENSG00000223571.6_PAR_Y	32454	651
ENSG00000271322.1	32455	298
ENSG00000107159.13	32456	1608
ENSG00000177875.5	32457	2283
ENSG00000287361.1	32458	1704
ENSG00000259115.1	32459	611
ENSG00000250130.1	32460	1002
ENSG00000108702.4	32461	594
ENSG00000225582.2	32462	1770
ENSG00000265802.2	32463	298
ENSG00000202082.2	32464	101
ENSG00000236751.2	32465	2526
ENSG00000274970.1	32466	986
ENSG00000265614.1	32467	367
ENSG00000197769.6	32468	1207
ENSG00000254651.1	32469	561
ENSG00000270446.1	32470	337
ENSG00000271056.1	32471	851
ENSG00000239690.3	32472	303
ENSG00000235548.1	32473	834
ENSG00000250205.1	32474	198
ENSG00000267770.1	32475	582
ENSG00000253745.1	32476	605
ENSG00000186998.16	32477	4854
ENSG00000235997.3	32478	4650
ENSG00000201288.1	32479	107
ENSG00000223168.1	32480	328
ENSG00000251363.3	32481	1136
ENSG00000213262.3	32482	828
ENSG00000175147.13	32483	11973
ENSG00000223872.2	32484	1930
ENSG00000201065.1	32485	107
ENSG00000273119.1	32486	697
ENSG00000252998.1	32487	103
ENSG00000287872.1	32488	3262
ENSG00000230492.1	32489	719
ENSG00000261400.1	32490	5676
ENSG00000240671.4	32491	398
ENSG00000267051.1	32492	810
ENSG00000241754.2	32493	3531
ENSG00000279949.1	32494	559
ENSG00000253578.1	32495	326
ENSG00000242766.1	32496	532
ENSG00000233015.1	32497	775
ENSG00000261572.1	32498	1891
ENSG00000243675.1	32499	323
ENSG00000275803.1	32500	269
ENSG00000263981.1	32501	89
ENSG00000232525.1	32502	213
ENSG00000224679.1	32503	393
ENSG00000251296.1	32504	607
ENSG00000227181.1	32505	259
ENSG00000286454.1	32506	2965
ENSG00000248831.2	32507	866
ENSG00000280327.1	32508	1656
ENSG00000260739.1	32509	545
ENSG00000286725.1	32510	369
ENSG00000288038.1	32511	1362
ENSG00000257548.1	32512	502
ENSG00000250006.2	32513	715
ENSG00000166033.13	32514	2250
ENSG00000222612.1	32515	190
ENSG00000223004.1	32516	68
ENSG00000254450.1	32517	684
ENSG00000230182.1	32518	369
ENSG00000276505.1	32519	324
ENSG00000226466.2	32520	796
ENSG00000249036.1	32521	571
ENSG00000261219.1	32522	634
ENSG00000230077.1	32523	832
ENSG00000201114.1	32524	109
ENSG00000227698.1	32525	447
ENSG00000227267.3	32526	581
ENSG00000252170.2	32527	72
ENSG00000264390.1	32528	70
ENSG00000236048.2	32529	1194
ENSG00000258877.2	32530	1605
ENSG00000249162.1	32531	2106
ENSG00000241244.1	32532	378
ENSG00000184789.6	32533	931
ENSG00000287827.1	32534	912
ENSG00000279735.2	32535	418
ENSG00000232985.1	32536	375
ENSG00000229131.1	32537	466
ENSG00000122136.13	32538	1022
ENSG00000130538.5	32539	981
ENSG00000258431.1	32540	586
ENSG00000215819.3	32541	1273
ENSG00000266946.1	32542	1337
ENSG00000215351.3	32543	496
ENSG00000252128.1	32544	72
ENSG00000257480.1	32545	919
ENSG00000081087.15	32546	5325
ENSG00000259247.1	32547	1505
ENSG00000140285.11	32548	6516
ENSG00000207011.1	32549	96
ENSG00000207025.1	32550	102
ENSG00000223080.1	32551	88
ENSG00000143367.16	32552	3878
ENSG00000257766.1	32553	468
ENSG00000137726.17	32554	4986
ENSG00000206615.1	32555	105
ENSG00000238669.1	32556	107
ENSG00000249959.6	32557	1489
ENSG00000184303.5	32558	1438
ENSG00000224210.1	32559	574
ENSG00000266647.1	32560	216
ENSG00000275769.1	32561	417
ENSG00000273558.1	32562	1837
ENSG00000283627.1	32563	490
ENSG00000267471.1	32564	349
ENSG00000236300.2	32565	295
ENSG00000260524.1	32566	91
ENSG00000233225.3	32567	1148
ENSG00000239708.3	32568	294
ENSG00000235990.2	32569	421
ENSG00000244067.3	32570	1221
ENSG00000237042.1	32571	132
ENSG00000232772.1	32572	1169
ENSG00000257853.2	32573	1188
ENSG00000219930.4	32574	788
ENSG00000254220.1	32575	375
ENSG00000199291.1	32576	102
ENSG00000242915.1	32577	106
ENSG00000149507.7	32578	1763
ENSG00000228587.1	32579	601
ENSG00000225182.1	32580	383
ENSG00000279973.2	32581	288
ENSG00000128313.2	32582	1438
ENSG00000230535.1	32583	665
ENSG00000206744.1	32584	96
ENSG00000265971.1	32585	355
ENSG00000251045.1	32586	2141
ENSG00000236894.3	32587	1651
ENSG00000277900.1	32588	283
ENSG00000108516.5	32589	421
ENSG00000254818.1	32590	3915
ENSG00000277572.1	32591	89
ENSG00000205445.3	32592	1149
ENSG00000247213.7	32593	3909
ENSG00000255338.1	32594	465
ENSG00000052344.16	32595	2975
ENSG00000254239.1	32596	414
ENSG00000213777.5	32597	1423
ENSG00000122756.15	32598	2098
ENSG00000276653.1	32599	298
ENSG00000160870.15	32600	3532
ENSG00000196417.13	32601	12346
ENSG00000250067.12	32602	2959
ENSG00000282977.1	32603	590
ENSG00000235300.4	32604	1570
ENSG00000276523.1	32605	501
ENSG00000231516.3	32606	559
ENSG00000240760.1	32607	368
ENSG00000179460.5	32608	1135
ENSG00000151322.19	32609	9778
ENSG00000151458.12	32610	8798
ENSG00000252868.1	32611	112
ENSG00000201966.1	32612	150
ENSG00000125878.6	32613	1555
ENSG00000212156.1	32614	102
ENSG00000287984.1	32615	858
ENSG00000249363.1	32616	876
ENSG00000175325.2	32617	1464
ENSG00000129292.21	32618	20571
ENSG00000282301.3	32619	1886
ENSG00000201033.1	32620	162
ENSG00000282277.1	32621	256
ENSG00000168913.7	32622	1028
ENSG00000233010.1	32623	602
ENSG00000198271.5	32624	902
ENSG00000186350.12	32625	12077
ENSG00000267428.2	32626	404
ENSG00000122547.11	32627	4737
ENSG00000122477.13	32628	1992
ENSG00000260070.1	32629	705
ENSG00000134480.16	32630	5981
ENSG00000255919.1	32631	466
ENSG00000248674.1	32632	202
ENSG00000234962.6	32633	5293
ENSG00000277535.2	32634	1147
ENSG00000207271.1	32635	124
ENSG00000277170.1	32636	479
ENSG00000228694.1	32637	465
ENSG00000254515.1	32638	385
ENSG00000225991.1	32639	410
ENSG00000287212.1	32640	773
ENSG00000270031.1	32641	359
ENSG00000276162.1	32642	80
ENSG00000158747.15	32643	3448
ENSG00000287217.1	32644	1427
ENSG00000278877.1	32645	291
ENSG00000240280.7	32646	3546
ENSG00000263781.3	32647	316
ENSG00000159184.8	32648	3039
ENSG00000276535.1	32649	1000
ENSG00000223488.2	32650	2060
ENSG00000133315.12	32651	2096
ENSG00000177910.8	32652	3950
ENSG00000147614.4	32653	2940
ENSG00000147613.8	32654	2897
ENSG00000280009.1	32655	917
ENSG00000201640.2	32656	305
ENSG00000284649.1	32657	769
ENSG00000279261.2	32658	2438
ENSG00000284522.1	32659	384
ENSG00000229288.1	32660	2090
ENSG00000269353.1	32661	549
ENSG00000279565.1	32662	3502
ENSG00000253691.2	32663	367
ENSG00000223001.1	32664	191
ENSG00000248283.2	32665	969
ENSG00000103472.10	32666	2271
ENSG00000253675.1	32667	502
ENSG00000236387.2	32668	1452
ENSG00000240347.3	32669	292
ENSG00000213218.11	32670	1755
ENSG00000267712.6	32671	4874
ENSG00000103154.9	32672	2520
ENSG00000188877.12	32673	2268
ENSG00000230972.1	32674	762
ENSG00000249919.1	32675	409
ENSG00000171388.12	32676	3224
ENSG00000250124.1	32677	767
ENSG00000251585.1	32678	496
ENSG00000123124.14	32679	6527
ENSG00000249153.1	32680	698
ENSG00000201727.1	32681	136
ENSG00000227912.2	32682	2503
ENSG00000234576.2	32683	615
ENSG00000230559.1	32684	526
ENSG00000156687.11	32685	10798
ENSG00000234837.1	32686	712
ENSG00000267518.1	32687	321
ENSG00000225499.1	32688	580
ENSG00000225669.1	32689	451
ENSG00000259061.1	32690	412
ENSG00000236944.1	32691	366
ENSG00000166160.9	32692	1261
ENSG00000176812.7	32693	827
ENSG00000285142.1	32694	714
ENSG00000223949.8	32695	4614
ENSG00000276148.1	32696	413
ENSG00000286578.1	32697	685
ENSG00000220113.2	32698	249
ENSG00000101868.12	32699	6640
ENSG00000258804.1	32700	1763
ENSG00000261687.1	32701	532
ENSG00000164647.9	32702	1544
ENSG00000182968.5	32703	4558
ENSG00000226621.1	32704	258
ENSG00000206905.1	32705	104
ENSG00000132671.6	32706	3926
ENSG00000261144.1	32707	202
ENSG00000219470.1	32708	882
ENSG00000222931.1	32709	307
ENSG00000206850.1	32710	112
ENSG00000254105.1	32711	314
ENSG00000222826.1	32712	299
ENSG00000219992.2	32713	436
ENSG00000198597.9	32714	8659
ENSG00000225267.1	32715	502
ENSG00000228056.3	32716	490
ENSG00000232383.1	32717	412
ENSG00000228373.2	32718	260
ENSG00000255165.1	32719	464
ENSG00000250464.1	32720	553
ENSG00000279245.1	32721	713
ENSG00000214973.3	32722	640
ENSG00000241598.5	32723	1181
ENSG00000237920.2	32724	317
ENSG00000225827.1	32725	367
ENSG00000225289.1	32726	423
ENSG00000201364.1	32727	296
ENSG00000188042.8	32728	4041
ENSG00000139131.13	32729	2147
ENSG00000260237.1	32730	531
ENSG00000266561.2	32731	177
ENSG00000257254.1	32732	405
ENSG00000275345.1	32733	413
ENSG00000281856.1	32734	536
ENSG00000269400.1	32735	477
ENSG00000230772.1	32736	830
ENSG00000236425.1	32737	366
ENSG00000236489.1	32738	299
ENSG00000276352.2	32739	66
ENSG00000226336.2	32740	374
ENSG00000200626.1	32741	130
ENSG00000249485.1	32742	1276
ENSG00000226619.1	32743	199
ENSG00000135414.10	32744	8801
ENSG00000238178.7	32745	1523
ENSG00000236097.1	32746	577
ENSG00000237213.2	32747	453
ENSG00000153885.14	32748	6388
ENSG00000237011.1	32749	850
ENSG00000225693.1	32750	484
ENSG00000254940.1	32751	1103
ENSG00000182798.10	32752	1611
ENSG00000267760.1	32753	554
ENSG00000266184.1	32754	913
ENSG00000244740.1	32755	376
ENSG00000274677.1	32756	612
ENSG00000233118.2	32757	265
ENSG00000264249.1	32758	105
ENSG00000140465.14	32759	3361
ENSG00000220986.1	32760	134
ENSG00000213598.4	32761	376
ENSG00000236731.1	32762	505
ENSG00000263976.1	32763	121
ENSG00000229405.1	32764	658
ENSG00000226570.2	32765	759
ENSG00000273893.1	32766	700
ENSG00000273853.1	32767	543
ENSG00000231630.1	32768	429
ENSG00000241229.3	32769	290
ENSG00000221498.1	32770	112
ENSG00000238235.1	32771	1045
ENSG00000199480.1	32772	115
ENSG00000273659.1	32773	543
ENSG00000228426.1	32774	462
ENSG00000287752.1	32775	1432
ENSG00000246528.3	32776	1967
ENSG00000255076.2	32777	312
ENSG00000221614.1	32778	86
ENSG00000179930.6	32779	3649
ENSG00000275296.1	32780	406
ENSG00000234586.2	32781	1199
ENSG00000224810.1	32782	2463
ENSG00000256116.1	32783	1051
ENSG00000258256.1	32784	1256
ENSG00000189195.14	32785	8342
ENSG00000201796.1	32786	101
ENSG00000242142.1	32787	809
ENSG00000255221.3	32788	1232
ENSG00000178226.11	32789	3673
ENSG00000270576.1	32790	90
ENSG00000279347.1	32791	1650
ENSG00000254954.1	32792	322
ENSG00000120329.7	32793	1415
ENSG00000200774.1	32794	110
ENSG00000273907.1	32795	834
ENSG00000255430.1	32796	212
ENSG00000256464.1	32797	713
ENSG00000202182.1	32798	102
ENSG00000260362.1	32799	660
ENSG00000266133.1	32800	83
ENSG00000200985.1	32801	91
ENSG00000228812.7	32802	843
ENSG00000287830.1	32803	1797
ENSG00000233905.1	32804	571
ENSG00000232979.1	32805	139
ENSG00000242971.3	32806	277
ENSG00000272428.1	32807	391
ENSG00000163518.11	32808	3882
ENSG00000286135.1	32809	892
ENSG00000254380.2	32810	1591
ENSG00000244157.1	32811	736
ENSG00000242352.2	32812	2544
ENSG00000270012.1	32813	2715
ENSG00000232254.1	32814	391
ENSG00000023902.14	32815	6629
ENSG00000233894.1	32816	905
ENSG00000259465.2	32817	1308
ENSG00000212569.1	32818	98
ENSG00000227080.2	32819	685
ENSG00000266668.1	32820	77
ENSG00000237783.2	32821	864
ENSG00000220349.4	32822	937
ENSG00000279031.1	32823	525
ENSG00000229207.1	32824	1249
ENSG00000226118.1	32825	220
ENSG00000212490.1	32826	123
ENSG00000285613.1	32827	1702
ENSG00000252905.1	32828	96
ENSG00000254017.1	32829	1256
ENSG00000233401.1	32830	1162
ENSG00000285531.1	32831	381
ENSG00000285128.1	32832	310
ENSG00000203811.1	32833	1656
ENSG00000070985.13	32834	3962
ENSG00000213032.3	32835	250
ENSG00000287060.1	32836	3597
ENSG00000185275.6	32837	243
ENSG00000278441.1	32838	208
ENSG00000241112.1	32839	428
ENSG00000201330.1	32840	84
ENSG00000234594.1	32841	193
ENSG00000152910.19	32842	8001
ENSG00000226977.1	32843	298
ENSG00000207210.1	32844	104
ENSG00000267052.3	32845	1770
ENSG00000239264.9	32846	4361
ENSG00000250378.4	32847	2791
ENSG00000267713.1	32848	398
ENSG00000140506.17	32849	4107
ENSG00000241030.1	32850	453
ENSG00000279932.1	32851	688
ENSG00000279398.1	32852	447
ENSG00000224519.1	32853	333
ENSG00000234721.3	32854	3077
ENSG00000251940.1	32855	94
ENSG00000227805.1	32856	466
ENSG00000178690.3	32857	2137
ENSG00000143493.13	32858	5326
ENSG00000237540.1	32859	301
ENSG00000256852.1	32860	989
ENSG00000251691.2	32861	705
ENSG00000253699.1	32862	501
ENSG00000215184.2	32863	407
ENSG00000266065.1	32864	567
ENSG00000258557.1	32865	224
ENSG00000236795.1	32866	2145
ENSG00000280266.1	32867	1543
ENSG00000223866.1	32868	391
ENSG00000277991.4	32869	3181
ENSG00000243633.3	32870	294
ENSG00000276569.1	32871	1693
ENSG00000270435.1	32872	1418
ENSG00000223539.4	32873	230
ENSG00000239228.3	32874	283
ENSG00000123684.13	32875	8790
ENSG00000283291.1	32876	152
ENSG00000254029.1	32877	248
ENSG00000227338.2	32878	1309
ENSG00000286994.1	32879	1039
ENSG00000154655.16	32880	7959
ENSG00000232905.2	32881	946
ENSG00000264564.1	32882	130
ENSG00000199702.1	32883	104
ENSG00000255358.1	32884	510
ENSG00000147421.18	32885	6633
ENSG00000254584.2	32886	1094
ENSG00000277828.1	32887	131
ENSG00000213433.5	32888	520
ENSG00000226097.6	32889	2139
ENSG00000259496.2	32890	731
ENSG00000238270.1	32891	414
ENSG00000253096.1	32892	98
ENSG00000229241.1	32893	2315
ENSG00000203648.3	32894	732
ENSG00000219135.1	32895	488
ENSG00000254417.1	32896	1004
ENSG00000287756.1	32897	1453
ENSG00000258763.5	32898	681
ENSG00000232765.6	32899	501
ENSG00000109265.14	32900	6745
ENSG00000284659.1	32901	120
ENSG00000222791.1	32902	97
ENSG00000222800.1	32903	191
ENSG00000175886.10	32904	801
ENSG00000227881.1	32905	1239
ENSG00000286500.1	32906	1803
ENSG00000239677.6	32907	1598
ENSG00000170419.10	32908	5967
ENSG00000233627.2	32909	2095
ENSG00000200189.1	32910	107
ENSG00000223212.1	32911	161
ENSG00000204450.8	32912	1535
ENSG00000204021.4	32913	1200
ENSG00000251763.1	32914	104
ENSG00000265957.1	32915	85
ENSG00000244318.3	32916	297
ENSG00000224223.1	32917	3031
ENSG00000139354.11	32918	7425
ENSG00000279289.1	32919	3978
ENSG00000214111.3	32920	691
ENSG00000287605.1	32921	1197
ENSG00000228398.3	32922	268
ENSG00000256879.1	32923	525
ENSG00000251379.1	32924	871
ENSG00000270779.1	32925	430
ENSG00000200153.1	32926	107
ENSG00000239805.1	32927	360
ENSG00000287534.1	32928	2825
ENSG00000223503.1	32929	662
ENSG00000248616.1	32930	715
ENSG00000179695.2	32931	2112
ENSG00000252747.1	32932	78
ENSG00000232361.3	32933	704
ENSG00000268473.1	32934	744
ENSG00000262410.1	32935	642
ENSG00000227284.2	32936	1437
ENSG00000236571.1	32937	180
ENSG00000255539.1	32938	367
ENSG00000091879.14	32939	6794
ENSG00000265380.1	32940	555
ENSG00000184058.14	32941	3580
ENSG00000206765.1	32942	104
ENSG00000287404.1	32943	500
ENSG00000243516.1	32944	488
ENSG00000273586.2	32945	944
ENSG00000244044.3	32946	292
ENSG00000243063.1	32947	445
ENSG00000206972.1	32948	107
ENSG00000280373.1	32949	233
ENSG00000240631.1	32950	353
ENSG00000260981.1	32951	427
ENSG00000228550.1	32952	400
ENSG00000234020.1	32953	1133
ENSG00000130035.9	32954	4431
ENSG00000152578.13	32955	10083
ENSG00000258915.1	32956	1651
ENSG00000249418.2	32957	432
ENSG00000201852.1	32958	107
ENSG00000206896.1	32959	107
ENSG00000261330.1	32960	494
ENSG00000255903.2	32961	195
ENSG00000263520.1	32962	277
ENSG00000279929.1	32963	1951
ENSG00000231586.2	32964	438
ENSG00000254750.1	32965	1258
ENSG00000252417.1	32966	68
ENSG00000110696.10	32967	10342
ENSG00000242419.5	32968	2793
ENSG00000115363.14	32969	2745
ENSG00000253606.2	32970	1763
ENSG00000223675.1	32971	2171
ENSG00000239408.1	32972	363
ENSG00000243704.3	32973	299
ENSG00000237202.1	32974	564
ENSG00000278981.1	32975	1619
ENSG00000268391.1	32976	518
ENSG00000258292.1	32977	393
ENSG00000277774.1	32978	284
ENSG00000173862.3	32979	1058
ENSG00000226096.1	32980	149
ENSG00000187999.4	32981	924
ENSG00000232658.1	32982	1275
ENSG00000226196.1	32983	943
ENSG00000178568.15	32984	13015
ENSG00000253420.1	32985	649
ENSG00000227076.1	32986	371
ENSG00000228553.1	32987	384
ENSG00000199652.2	32988	153
ENSG00000231022.1	32989	792
ENSG00000237590.1	32990	841
ENSG00000271047.1	32991	144
ENSG00000251498.1	32992	706
ENSG00000274455.1	32993	745
ENSG00000278396.1	32994	530
ENSG00000224000.1	32995	658
ENSG00000241866.3	32996	298
ENSG00000207077.1	32997	108
ENSG00000241547.1	32998	468
ENSG00000199223.1	32999	102
ENSG00000236099.1	33000	263
ENSG00000200635.1	33001	102
ENSG00000214980.4	33002	1486
ENSG00000259645.1	33003	694
ENSG00000270669.1	33004	463
ENSG00000271523.1	33005	457
ENSG00000244674.1	33006	781
ENSG00000207090.1	33007	110
ENSG00000254785.1	33008	3198
ENSG00000157119.12	33009	2499
ENSG00000283174.1	33010	300
ENSG00000202528.1	33011	111
ENSG00000237914.5	33012	2965
ENSG00000202050.1	33013	104
ENSG00000242686.4	33014	2353
ENSG00000158473.8	33015	4359
ENSG00000250391.1	33016	1289
ENSG00000253801.2	33017	334
ENSG00000212628.1	33018	114
ENSG00000249444.2	33019	680
ENSG00000206974.1	33020	104
ENSG00000249515.1	33021	336
ENSG00000265511.1	33022	795
ENSG00000279856.1	33023	1038
ENSG00000271687.1	33024	1809
ENSG00000212479.2	33025	215
ENSG00000229914.1	33026	499
ENSG00000215840.3	33027	884
ENSG00000255627.1	33028	533
ENSG00000278733.1	33029	566
ENSG00000252444.1	33030	111
ENSG00000251426.1	33031	642
ENSG00000230365.1	33032	285
ENSG00000280207.1	33033	454
ENSG00000225491.1	33034	207
ENSG00000243136.3	33035	269
ENSG00000253790.1	33036	631
ENSG00000284286.1	33037	70
ENSG00000248593.3	33038	1105
ENSG00000284664.1	33039	2071
ENSG00000237833.1	33040	1432
ENSG00000231070.1	33041	828
ENSG00000234703.1	33042	698
ENSG00000232491.1	33043	850
ENSG00000223922.1	33044	1223
ENSG00000221206.1	33045	121
ENSG00000287355.1	33046	1537
ENSG00000227139.1	33047	446
ENSG00000258491.2	33048	1169
ENSG00000229310.1	33049	456
ENSG00000243374.3	33050	269
ENSG00000270307.1	33051	678
ENSG00000280404.1	33052	213
ENSG00000282964.1	33053	547
ENSG00000279165.1	33054	1904
ENSG00000238728.1	33055	77
ENSG00000137124.8	33056	3117
ENSG00000243759.1	33057	1107
ENSG00000130707.18	33058	3018
ENSG00000228328.2	33059	1248
ENSG00000226592.1	33060	871
ENSG00000251154.1	33061	380
ENSG00000261379.1	33062	1026
ENSG00000251359.4	33063	2183
ENSG00000176923.5	33064	1009
ENSG00000257162.6	33065	988
ENSG00000181804.15	33066	4041
ENSG00000257025.1	33067	564
ENSG00000255944.1	33068	419
ENSG00000196611.5	33069	1971
ENSG00000222078.1	33070	285
ENSG00000077279.19	33071	10203
ENSG00000237988.5	33072	5365
ENSG00000130675.15	33073	4214
ENSG00000245213.7	33074	7661
ENSG00000255608.1	33075	560
ENSG00000226313.1	33076	1134
ENSG00000167528.13	33077	8502
ENSG00000103111.15	33078	6935
ENSG00000230138.2	33079	933
ENSG00000199598.1	33080	107
ENSG00000244112.3	33081	303
ENSG00000080503.24	33082	18595
ENSG00000229970.3	33083	1853
ENSG00000248236.1	33084	412
ENSG00000267414.1	33085	2065
ENSG00000174339.2	33086	1058
ENSG00000230170.1	33087	961
ENSG00000254404.1	33088	353
ENSG00000286465.1	33089	748
ENSG00000199791.1	33090	107
ENSG00000270388.1	33091	784
ENSG00000277852.1	33092	398
ENSG00000258694.1	33093	349
ENSG00000204464.7	33094	559
ENSG00000270232.1	33095	447
ENSG00000242246.2	33096	201
ENSG00000241318.3	33097	928
ENSG00000224033.1	33098	1279
ENSG00000213137.3	33099	538
