SYMBOL	ENSEMBL	seqnames	start	end	width	strand
	ENSG00000232896	chr9	110599475	110605219	5745	+
MUSK	ENSG00000030304	chr9	110668779	110806558	137780	+
LPAR1	ENSG00000198121	chr9	110873263	111038458	165196	-
LOC105376219	ENSG00000227531	chr9	111139246	111284836	145591	-
OR2K2	ENSG00000171133	chr9	111327483	111330183	2701	-
ECPAS	ENSG00000136813	chr9	111360692	111484745	124054	-
ZNF483	ENSG00000173258	chr9	111525159	111577844	52686	+
PTGR1	ENSG00000106853	chr9	111549722	111599893	50172	-
	ENSG00000224644	chr9	111574192	111575427	1236	+
DNAJC25	ENSG00000059769	chr9	111631334	111654351	23018	+
GNG10	ENSG00000242616	chr9	111661605	111670226	8622	+
SHOC1	ENSG00000165181	chr9	111686173	111795008	108836	-
UGCG	ENSG00000148154	chr9	111896814	111935369	38556	+
	ENSG00000259953	chr9	112028570	112039143	10574	-
SUSD1	ENSG00000106868	chr9	112040785	112175408	134624	-
PTBP3	ENSG00000119314	chr9	112217716	112333667	115952	-
HSDL2	ENSG00000119471	chr9	112380080	112472405	92326	+
	ENSG00000230185	chr9	112399512	112487204	87693	-
KIAA1958	ENSG00000165185	chr9	112486847	112669397	182551	+
INIP	ENSG00000148153	chr9	112683926	112718149	34224	-
	ENSG00000226609	chr9	112748902	112750565	1664	-
SNX30	ENSG00000148158	chr9	112750760	112881671	130912	+
SLC46A2	ENSG00000119457	chr9	112878920	112890876	11957	-
	ENSG00000271631	chr9	112885158	112885767	610	+
	ENSG00000285447	chr9	112997120	113050043	52924	-
ZFP37	ENSG00000136866	chr9	113038380	113056759	18380	-
FAM225B	ENSG00000225684	chr9	113102117	113111543	9427	-
FAM225A	ENSG00000231528	chr9	113113042	113119928	6887	+
SLC31A2	ENSG00000136867	chr9	113150976	113164140	13165	+
FKBP15	ENSG00000119321	chr9	113161006	113221318	60313	-
SLC31A1	ENSG00000136868	chr9	113221544	113264492	42949	+
CDC26	ENSG00000176386	chr9	113255835	113275572	19738	-
PRPF4	ENSG00000136875	chr9	113275343	113292905	17563	+
RNF183	ENSG00000165188	chr9	113297093	113303376	6284	-
WDR31	ENSG00000148225	chr9	113313222	113340298	27077	-
BSPRY	ENSG00000119411	chr9	113349541	113371233	21693	+
HDHD3	ENSG00000119431	chr9	113373419	113376999	3581	-
ALAD	ENSG00000148218	chr9	113386312	113401290	14979	-
POLE3	ENSG00000148229	chr9	113407235	113410675	3441	-
C9orf43	ENSG00000157653	chr9	113410054	113429684	19631	+
RGS3	ENSG00000138835	chr9	113444731	113597743	153013	+
	ENSG00000237073	chr9	113570190	113590019	19830	-
	ENSG00000233817	chr9	113619228	113622634	3407	+
	ENSG00000227482	chr9	113650956	113682855	31900	+
ZNF618	ENSG00000157657	chr9	113876282	114056591	180310	+
AMBP	ENSG00000106927	chr9	114060127	114078328	18202	-
KIF12	ENSG00000136883	chr9	114086126	114099291	13166	-
COL27A1	ENSG00000196739	chr9	114155537	114312511	156975	+
ORM1	ENSG00000229314	chr9	114323056	114326475	3420	+
ORM2	ENSG00000228278	chr9	114329869	114333256	3388	+
AKNA	ENSG00000106948	chr9	114334156	114394405	60250	-
	ENSG00000235119	chr9	114396724	114398503	1780	-
WHRN	ENSG00000095397	chr9	114402080	114505473	103394	-
ATP6V1G1	ENSG00000136888	chr9	114587769	114598879	11111	+
TMEM268	ENSG00000157693	chr9	114611206	114646422	35217	+
TEX53	ENSG00000230054	chr9	114656304	114662374	6071	-
TEX48	ENSG00000230601	chr9	114666434	114682066	15633	-
TNFSF15	ENSG00000181634	chr9	114784652	114806039	21388	-
DELEC1	ENSG00000173077	chr9	114850968	115402644	551677	+
TNFSF8	ENSG00000106952	chr9	114893343	114930595	37253	-
TNC	ENSG00000041982	chr9	115019575	115118257	98683	-
LOC101928748	ENSG00000236461	chr9	115119539	115138409	18871	-
	ENSG00000234692	chr9	115252538	115254251	1714	-
	ENSG00000228714	chr9	115324932	115744330	419399	-
LINC00474	ENSG00000204148	chr9	115888169	115925207	37039	-
	ENSG00000228707	chr9	116012361	116012965	605	+
PAPPA	ENSG00000182752	chr9	116153791	116402321	248531	+
	ENSG00000226604	chr9	116285829	116288769	2941	-
	ENSG00000244757	chr9	116288618	116318689	30072	-
PAPPA-AS1	ENSG00000256040	chr9	116398157	116400606	2450	-
ASTN2	ENSG00000148219	chr9	116425225	117415070	989846	-
ASTN2-AS1	ENSG00000229105	chr9	116504283	116562293	58011	+
LOC107987014	ENSG00000230894	chr9	116567636	116586328	18693	+
TRIM32	ENSG00000119401	chr9	116687302	116701300	13999	+
	ENSG00000285820	chr9	116838144	116877264	39121	+
	ENSG00000233516	chr9	117462294	117466260	3967	-
LOC101928797	ENSG00000233569	chr9	117643151	117657032	13882	+
TLR4	ENSG00000136869	chr9	117704175	117724735	20561	+
LOC105376244	ENSG00000284977	chr9	117759455	117879988	120534	+
	ENSG00000231901	chr9	117840322	117897256	56935	-
LOC102724929	ENSG00000225050	chr9	118687752	118732772	45021	-
	ENSG00000235201	chr9	118740563	118745312	4750	+
BRINP1	ENSG00000078725	chr9	119153458	119369435	215978	-
	ENSG00000260970	chr9	119495375	119524125	28751	+
LINC01613	ENSG00000261432	chr9	119935053	119937832	2780	+
	ENSG00000225960	chr9	119973094	119974322	1229	+
CDK5RAP2	ENSG00000136861	chr9	120388869	120580170	191302	-
MEGF9	ENSG00000106780	chr9	120600811	120714470	113660	-
FBXW2	ENSG00000119402	chr9	120751978	120793416	41439	-
B3GALT9	ENSG00000214654	chr9	120792403	120799918	7516	+
PSMD5	ENSG00000095261	chr9	120815496	120842951	27456	-
PHF19	ENSG00000119403	chr9	120855651	120894896	39246	-
TRAF1	ENSG00000056558	chr9	120902393	120929173	26781	-
C5	ENSG00000106804	chr9	120952335	121050276	97942	-
CNTRL	ENSG00000119397	chr9	121074863	121177610	102748	+
RAB14	ENSG00000119396	chr9	121178133	121223014	44882	-
GSN	ENSG00000148180	chr9	121207794	121332843	125050	+
	ENSG00000239593	chr9	121279863	121282730	2868	-
GSN-AS1	ENSG00000235865	chr9	121280768	121285530	4763	-
STOM	ENSG00000148175	chr9	121338987	121370304	31318	-
	ENSG00000227355	chr9	121369893	121463370	93478	+
DAB2IP	ENSG00000136848	chr9	121567057	121785530	218474	+
	ENSG00000229854	chr9	121574891	121576214	1324	-
	ENSG00000261534	chr9	121815674	121819452	3779	-
TTLL11	ENSG00000175764	chr9	121821928	122093606	271679	-
	ENSG00000237548	chr9	121884636	121963719	79084	-
NDUFA8	ENSG00000119421	chr9	122144058	122159779	15722	-
MORN5	ENSG00000185681	chr9	122159908	122200088	40181	+
LHX6	ENSG00000106852	chr9	122202577	122229626	27050	-
RBM18	ENSG00000119446	chr9	122237622	122264840	27219	-
MRRF	ENSG00000148187	chr9	122264603	122331337	66735	+
PTGS1	ENSG00000095303	chr9	122370530	122395703	25174	+
	ENSG00000269970	chr9	122372605	122372825	221	+
	ENSG00000233616	chr9	122400970	122402906	1937	-
	ENSG00000234156	chr9	122403407	122639685	236279	+
OR1J1	ENSG00000136834	chr9	122476958	122477926	969	-
OR1J2	ENSG00000197233	chr9	122510802	122511743	942	+
OR1J4	ENSG00000239590	chr9	122519141	122520082	942	+
OR1N1	ENSG00000171505	chr9	122526358	122527296	939	-
OR1N2	ENSG00000171501	chr9	122553112	122554214	1103	+
OR1L8	ENSG00000171496	chr9	122567117	122583384	16268	-
OR1Q1	ENSG00000165202	chr9	122614738	122615682	945	+
OR1B1	ENSG00000280094	chr9	122628579	122629573	995	-
OR1L1	ENSG00000173679	chr9	122661566	122662648	1083	+
OR1L3	ENSG00000171481	chr9	122675036	122676153	1118	+
OR1L4	ENSG00000136939	chr9	122723990	122724925	936	+
OR1L6	ENSG00000171459	chr9	122742303	122750783	8481	+
OR5C1	ENSG00000148215	chr9	122788933	122789895	963	+
PDCL	ENSG00000136940	chr9	122798389	122828588	30200	-
OR1K1	ENSG00000165204	chr9	122800123	122801073	951	+
RC3H2	ENSG00000056586	chr9	122844556	122905359	60804	-
ZBTB6	ENSG00000186130	chr9	122908056	122913323	5268	-
ZBTB26	ENSG00000171448	chr9	122915566	122931512	15947	-
	ENSG00000261094	chr9	122937623	122940333	2711	+
LOC105379839	ENSG00000286718	chr9	122940733	122941260	528	-
RABGAP1	ENSG00000011454	chr9	122940833	123104866	164034	+
GPR21	ENSG00000188394	chr9	123034527	123035696	1170	+
MIR600HG	ENSG00000236901	chr9	123109494	123115477	5984	-
STRBP	ENSG00000165209	chr9	123109500	123268586	159087	-
CRB2	ENSG00000148204	chr9	123356170	123380324	24155	+
DENND1A	ENSG00000119522	chr9	123379654	123930152	550499	-
	ENSG00000237336	chr9	123491884	123493156	1273	+
	ENSG00000230826	chr9	123736437	123751941	15505	+
LHX2	ENSG00000106689	chr9	124001670	124033301	31632	+
LHX2-AS1	ENSG00000236668	chr9	124006277	124009396	3120	-
	ENSG00000231227	chr9	124010530	124011114	585	+
	ENSG00000234921	chr9	124031624	124032524	901	-
NEK6	ENSG00000119408	chr9	124257606	124353307	95702	+
LOC613206	ENSG00000235204	chr9	124259250	124261156	1907	-
	ENSG00000227200	chr9	124262876	124265809	2934	+
PSMB7	ENSG00000136930	chr9	124353465	124415444	61980	-
ADGRD2	ENSG00000180264	chr9	124451425	124478589	27165	+
NR5A1	ENSG00000136931	chr9	124481236	124507420	26185	-
	ENSG00000231149	chr9	124514938	124516056	1119	-
NR6A1	ENSG00000148200	chr9	124517275	124771311	254037	-
MIR181A2HG	ENSG00000224020	chr9	124658467	124698631	40165	+
	ENSG00000236643	chr9	124770123	124772927	2805	+
OLFML2A	ENSG00000185585	chr9	124777133	124814885	37753	+
WDR38	ENSG00000136918	chr9	124853417	124857890	4474	+
RPL35	ENSG00000136942	chr9	124857880	124861981	4102	-
ARPC5L	ENSG00000136950	chr9	124862130	124877733	15604	+
GOLGA1	ENSG00000136935	chr9	124878275	124948492	70218	-
SCAI	ENSG00000173611	chr9	124942608	125143506	200899	-
PPP6C	ENSG00000119414	chr9	125146573	125189939	43367	-
RABEPK	ENSG00000136933	chr9	125200542	125234161	33620	+
HSPA5	ENSG00000044574	chr9	125234853	125241343	6491	-
	ENSG00000239705	chr9	125241663	125257071	15409	+
GAPVD1	ENSG00000165219	chr9	125261794	125367207	105414	+
	ENSG00000287782	chr9	125426169	125438509	12341	+
MAPKAP1	ENSG00000119487	chr9	125437393	125707234	269842	-
	ENSG00000227068	chr9	125567579	125573023	5445	+
	ENSG00000229582	chr9	125743754	125746552	2799	-
PBX3	ENSG00000167081	chr9	125747345	125967377	220033	+
	ENSG00000232413	chr9	126057580	126159613	102034	+
	ENSG00000228392	chr9	126270121	126298593	28473	-
MVB12B	ENSG00000196814	chr9	126326829	126507041	180213	+
	ENSG00000233721	chr9	126516417	126518808	2392	+
	ENSG00000226078	chr9	126527618	126530343	2726	+
	ENSG00000224842	chr9	126589594	126613700	24107	-
LMX1B	ENSG00000136944	chr9	126614443	126701032	86590	+
	ENSG00000238010	chr9	126640756	126641293	538	+
	ENSG00000286428	chr9	126701173	126704691	3519	-
ZBTB43	ENSG00000169155	chr9	126805006	126838210	33205	+
ZBTB34	ENSG00000177125	chr9	126860665	126885878	25214	+
RALGPS1	ENSG00000136828	chr9	126914774	127223166	308393	+
ANGPTL2	ENSG00000136859	chr9	127087348	127122635	35288	-
	ENSG00000228487	chr9	127213783	127221907	8125	-
GARNL3	ENSG00000136895	chr9	127224265	127393660	169396	+
	ENSG00000271833	chr9	127366770	127367397	628	+
SLC2A8	ENSG00000136856	chr9	127397138	127408424	11287	+
ZNF79	ENSG00000196152	chr9	127424374	127445372	20999	+
RPL12	ENSG00000197958	chr9	127447674	127451406	3733	-
LRSAM1	ENSG00000148356	chr9	127451486	127503501	52016	+
NIBAN2	ENSG00000136830	chr9	127505339	127578989	73651	-
STXBP1	ENSG00000136854	chr9	127579370	127696027	116658	+
	ENSG00000279571	chr9	127690098	127690840	743	-
PTRH1	ENSG00000187024	chr9	127690348	127724873	34526	-
CFAP157	ENSG00000160401	chr9	127706988	127716002	9015	+
TTC16	ENSG00000167094	chr9	127716079	127731590	15512	+
TOR2A	ENSG00000160404	chr9	127731524	127735313	3790	-
SH2D3C	ENSG00000095370	chr9	127738317	127778710	40394	-
	ENSG00000286196	chr9	127754534	127760560	6027	+
CDK9	ENSG00000136807	chr9	127785679	127790792	5114	+
FPGS	ENSG00000136877	chr9	127794597	127814327	19731	+
ENG	ENSG00000106991	chr9	127815012	127854756	39745	-
LOC102723566	ENSG00000225032	chr9	127816066	127822520	6455	+
AK1	ENSG00000106992	chr9	127866486	127877675	11190	-
ST6GALNAC6	ENSG00000160408	chr9	127885321	127905408	20088	-
ST6GALNAC4	ENSG00000136840	chr9	127907886	127917041	9156	-
PIP5KL1	ENSG00000167103	chr9	127920881	127930785	9905	-
LOC124902280	ENSG00000227218	chr9	127934503	127940952	6450	+
DPM2	ENSG00000136908	chr9	127935099	127938484	3386	-
EEIG1	ENSG00000167106	chr9	127940582	127980989	40408	-
	ENSG00000230848	chr9	128039135	128057362	18228	-
NAIF1	ENSG00000171169	chr9	128061233	128068206	6974	-
SLC25A25	ENSG00000148339	chr9	128068201	128109245	41045	+
	ENSG00000230536	chr9	128090969	128094457	3489	-
	ENSG00000234771	chr9	128108581	128118693	10113	-
PTGES2	ENSG00000148334	chr9	128120693	128128462	7770	-
PTGES2-AS1	ENSG00000232850	chr9	128128529	128130628	2100	+
LCN2	ENSG00000148346	chr9	128149071	128153453	4383	+
BBLN	ENSG00000171159	chr9	128160265	128163924	3660	+
CIZ1	ENSG00000148337	chr9	128161251	128204383	43133	-
DNM1	ENSG00000106976	chr9	128191655	128255248	63594	+
GOLGA2	ENSG00000167110	chr9	128255829	128275995	20167	-
SWI5	ENSG00000175854	chr9	128275379	128316123	40745	+
TRUB2	ENSG00000167112	chr9	128305159	128322447	17289	-
	ENSG00000272696	chr9	128316337	128316909	573	+
COQ4	ENSG00000167113	chr9	128322544	128334072	11529	+
SLC27A4	ENSG00000167114	chr9	128340527	128361470	20944	+
URM1	ENSG00000167118	chr9	128371319	128392016	20698	+
	ENSG00000272593	chr9	128391461	128392016	556	+
	ENSG00000207955	chr9	128392007	128393510	1504	-
CERCAM	ENSG00000167123	chr9	128411751	128437351	25601	+
	ENSG00000273186	chr9	128431598	128432006	409	+
ODF2	ENSG00000136811	chr9	128455186	128501292	46107	+
ODF2-AS1	ENSG00000225951	chr9	128468957	128473012	4056	-
GLE1	ENSG00000119392	chr9	128504700	128542288	37589	+
	ENSG00000228395	chr9	128528657	128552410	23754	-
SPTAN1	ENSG00000197694	chr9	128552558	128633662	81105	+
	ENSG00000280474	chr9	128595893	128596633	741	+
	ENSG00000280758	chr9	128630328	128631685	1358	-
DYNC2I2	ENSG00000119333	chr9	128633661	128656787	23127	-
	ENSG00000234705	chr9	128663134	128684477	21344	-
SET	ENSG00000119335	chr9	128683424	128696400	12977	+
PKN3	ENSG00000160447	chr9	128702503	128720916	18414	+
ZDHHC12	ENSG00000160446	chr9	128720870	128724127	3258	-
ZDHHC12-DT	ENSG00000223478	chr9	128724445	128733194	8750	+
ZER1	ENSG00000160445	chr9	128729786	128772414	42629	-
TBC1D13	ENSG00000107021	chr9	128787253	128810430	23178	+
ENDOG	ENSG00000167136	chr9	128818500	128822676	4177	+
SPOUT1	ENSG00000198917	chr9	128819651	128829794	10144	-
KYAT1	ENSG00000171097	chr9	128832942	128882494	49553	-
LRRC8A	ENSG00000136802	chr9	128882112	128918039	35928	+
PHYHD1	ENSG00000175287	chr9	128920966	128942041	21076	+
DOLK	ENSG00000175283	chr9	128945530	128947619	2090	-
NUP188	ENSG00000095319	chr9	128947699	129007096	59398	+
	ENSG00000267834	chr9	129004502	129004998	497	-
SH3GLB2	ENSG00000148341	chr9	129007036	129028303	21268	-
MIGA2	ENSG00000148343	chr9	129036621	129072082	35462	+
	ENSG00000287234	chr9	129080355	129080765	411	-
DOLPP1	ENSG00000167130	chr9	129081111	129090438	9328	+
CRAT	ENSG00000095321	chr9	129094794	129111189	16396	-
	ENSG00000234055	chr9	129097854	129100266	2413	+
PTPA	ENSG00000119383	chr9	129110950	129148946	37997	+
	ENSG00000268707	chr9	129170434	129170940	507	+
IER5L	ENSG00000188483	chr9	129175552	129178261	2710	-
	ENSG00000268050	chr9	129175807	129177575	1769	+
	ENSG00000204055	chr9	129176771	129210548	33778	+
	ENSG00000235007	chr9	129258354	129259846	1493	+
	ENSG00000241084	chr9	129259062	129261581	2520	+
	ENSG00000224307	chr9	129282458	129312665	30208	+
	ENSG00000179082	chr9	129321016	129324905	3890	+
	ENSG00000268615	chr9	129328261	129328401	141	+
LINC01503	ENSG00000233901	chr9	129332300	129359541	27242	+
	ENSG00000230676	chr9	129430652	129451422	20771	-
LOC105376291	ENSG00000226355	chr9	129438216	129447545	9330	+
	ENSG00000204054	chr9	129476946	129513687	36742	+
	ENSG00000261334	chr9	129480605	129482538	1934	-
	ENSG00000286078	chr9	129503461	129506433	2973	-
	ENSG00000227619	chr9	129575117	129584556	9440	+
NTMT1	ENSG00000148335	chr9	129608884	129636131	27248	+
C9orf50	ENSG00000179058	chr9	129612225	129620776	8552	-
ASB6	ENSG00000148331	chr9	129634604	129642169	7566	-
	ENSG00000234789	chr9	129640476	129641282	807	+
PRRX2	ENSG00000167157	chr9	129665647	129722674	57028	+
PRRX2-AS1	ENSG00000236024	chr9	129712896	129718635	5740	-
PTGES	ENSG00000148344	chr9	129738331	129753042	14712	-
TOR1B	ENSG00000136816	chr9	129803157	129811281	8125	+
TOR1A	ENSG00000136827	chr9	129812942	129824244	11303	-
C9orf78	ENSG00000136819	chr9	129827290	129835863	8574	-
USP20	ENSG00000136878	chr9	129834698	129881838	47141	+
FNBP1	ENSG00000187239	chr9	129887187	130043194	156008	-
	ENSG00000230684	chr9	129933536	129936541	3006	+
	ENSG00000270755	chr9	130044713	130045081	369	+
GPR107	ENSG00000148358	chr9	130053426	130140169	86744	+
GPRACR	ENSG00000196979	chr9	130140610	130144219	3610	-
NCS1	ENSG00000107130	chr9	130172404	130237303	64900	+
HMCN2	ENSG00000148357	chr9	130265882	130434123	168242	+
ASS1	ENSG00000130707	chr9	130444961	130501274	56314	+
FUBP3	ENSG00000107164	chr9	130578965	130638352	59388	+
PRDM12	ENSG00000130711	chr9	130664594	130682983	18390	+
EXOSC2	ENSG00000130713	chr9	130693721	130704894	11174	+
ABL1	ENSG00000097007	chr9	130713016	130887675	174660	+
QRFP	ENSG00000188710	chr9	130892707	130896812	4106	-
FIBCD1	ENSG00000130720	chr9	130902438	130939286	36849	-
	ENSG00000236658	chr9	130933851	130945520	11670	+
LAMC3	ENSG00000050555	chr9	131009174	131094473	85300	+
AIF1L	ENSG00000126878	chr9	131096476	131123152	26677	+
NUP214	ENSG00000126883	chr9	131125586	131234663	109078	+
	ENSG00000236986	chr9	131132852	131167505	34654	-
	ENSG00000246851	chr9	131189910	131194205	4296	-
FAM78A	ENSG00000126882	chr9	131258076	131276510	18435	-
	ENSG00000286547	chr9	131283421	131288278	4858	+
PLPP7	ENSG00000160539	chr9	131289459	131359022	69564	+
	ENSG00000130723	chr9	131373636	131500197	126562	+
	ENSG00000176868	chr9	131497479	131500191	2713	-
POMT1	ENSG00000130714	chr9	131502902	131523806	20905	+
	ENSG00000230289	chr9	131516558	131522229	5672	-
UCK1	ENSG00000130717	chr9	131523801	131531264	7464	-
PRRT1B	ENSG00000283526	chr9	131545514	131558620	13107	+
RAPGEF1	ENSG00000107263	chr9	131576770	131740074	163305	-
	ENSG00000236687	chr9	131816192	131820988	4797	+
MED27	ENSG00000160563	chr9	131852928	132079867	226940	-
NTNG2	ENSG00000196358	chr9	132161676	132244526	82851	+
SETX	ENSG00000107290	chr9	132261356	132354986	93631	-
TTF1	ENSG00000125482	chr9	132375548	132406851	31304	-
CFAP77	ENSG00000188523	chr9	132410043	132573317	163275	+
BARHL1	ENSG00000125492	chr9	132582606	132590252	7647	+
DDX31	ENSG00000125485	chr9	132592997	132670401	77405	-
GTF3C4	ENSG00000125484	chr9	132670035	132694953	24919	+
AK8	ENSG00000165695	chr9	132725578	132878777	153200	-
	ENSG00000224992	chr9	132768965	132770212	1248	-
SPACA9	ENSG00000165698	chr9	132878027	132890201	12175	+
TSC1	ENSG00000165699	chr9	132891348	132946874	55527	-
GFI1B	ENSG00000165702	chr9	132944000	132991687	47688	+
GTF3C5	ENSG00000148308	chr9	133030675	133058503	27829	+
CEL	ENSG00000170835	chr9	133061978	133071861	9884	+
RALGDS	ENSG00000160271	chr9	133097720	133149334	51615	-
GBGT1	ENSG00000148288	chr9	133152948	133163933	10986	-
OBP2B	ENSG00000171102	chr9	133205277	133209250	3974	-
ABO	ENSG00000175164	chr9	133250401	133276024	25624	-
SURF6	ENSG00000148296	chr9	133328776	133336188	7413	-
MED22	ENSG00000148297	chr9	133338312	133348131	9820	-
RPL7A	ENSG00000148303	chr9	133348218	133351426	3209	+
SURF1	ENSG00000148290	chr9	133351758	133356676	4919	-
SURF2	ENSG00000148291	chr9	133356550	133361158	4609	+
SURF4	ENSG00000148248	chr9	133361450	133376166	14717	-
STKLD1	ENSG00000198870	chr9	133376366	133406096	29731	+
REXO4	ENSG00000148300	chr9	133406059	133418096	12038	-
ADAMTS13	ENSG00000160323	chr9	133414358	133459402	45045	+
CACFD1	ENSG00000160325	chr9	133459965	133470848	10884	+
SLC2A6	ENSG00000160326	chr9	133471094	133479127	8034	-
MYMK	ENSG00000187616	chr9	133514586	133528612	14027	-
ADAMTSL2	ENSG00000197859	chr9	133532164	133575519	43356	+
FAM163B	ENSG00000196990	chr9	133578415	133586197	7783	-
	ENSG00000261018	chr9	133611798	133633099	21302	-
DBH	ENSG00000123454	chr9	133636363	133659329	22967	+
DBH-AS1	ENSG00000225756	chr9	133654586	133657313	2728	-
SARDH	ENSG00000123453	chr9	133663560	133739955	76396	-
VAV2	ENSG00000160293	chr9	133761894	133992604	230711	-
BRD3OS	ENSG00000235106	chr9	134025481	134034666	9186	+
BRD3	ENSG00000169925	chr9	134030305	134068535	38231	-
LOC100130548	ENSG00000235138	chr9	134054290	134058805	4516	+
	ENSG00000273249	chr9	134132242	134135772	3531	-
WDR5	ENSG00000196363	chr9	134135365	134159968	24604	+
	ENSG00000273473	chr9	134168769	134169340	572	+
LINC02247	ENSG00000223729	chr9	134293931	134295397	1467	-
RXRA	ENSG00000186350	chr9	134317098	134440585	123488	+
	ENSG00000223795	chr9	134505472	134521442	15971	+
	ENSG00000228877	chr9	134527182	134545244	18063	+
	ENSG00000227150	chr9	134552738	134553897	1160	+
COL5A1	ENSG00000130635	chr9	134641774	134844843	203070	+
	ENSG00000204011	chr9	134649385	134653073	3689	-
LOC124902301	ENSG00000286502	chr9	134770651	134775671	5021	-
FCN2	ENSG00000160339	chr9	134880810	134887523	6714	+
FCN1	ENSG00000085265	chr9	134903232	134917912	14681	-
LOC105376314	ENSG00000236403	chr9	134936524	134943207	6684	+
OLFM1	ENSG00000130558	chr9	135075422	135121179	45758	+
	ENSG00000227958	chr9	135204722	135237597	32876	-
	ENSG00000233936	chr9	135245696	135252708	7013	-
LINC02907	ENSG00000178243	chr9	135343249	135346562	3314	+
	ENSG00000235572	chr9	135352673	135354284	1612	+
PPP1R26-AS1	ENSG00000225361	chr9	135462727	135480777	18051	-
PPP1R26	ENSG00000196422	chr9	135479079	135488893	9815	+
PIERCE1	ENSG00000160345	chr9	135495181	135501734	6554	-
MRPS2	ENSG00000122140	chr9	135499984	135504673	4690	+
LOC101928525	ENSG00000226706	chr9	135503273	135506447	3175	-
LCN1	ENSG00000160349	chr9	135521438	135526532	5095	+
OBP2A	ENSG00000122136	chr9	135546139	135549969	3831	+
PAEP	ENSG00000122133	chr9	135561756	135566955	5200	+
LINC01502	ENSG00000237339	chr9	135574935	135587112	12178	+
LOC102723971	ENSG00000236543	chr9	135604345	135618952	14608	+
GLT6D1	ENSG00000204007	chr9	135623648	135639540	15893	-
LCN9	ENSG00000148386	chr9	135663322	135666422	3101	+
SOHLH1	ENSG00000165643	chr9	135693407	135699528	6122	-
KCNT1	ENSG00000107147	chr9	135702185	135795508	93324	+
CAMSAP1	ENSG00000130559	chr9	135808487	135907546	99060	-
	ENSG00000238058	chr9	135907812	135916126	8315	+
UBAC1	ENSG00000130560	chr9	135932969	135961373	28405	-
NACC2	ENSG00000148411	chr9	136006537	136095289	88753	-
	ENSG00000260193	chr9	136107808	136109424	1617	-
TMEM250	ENSG00000238227	chr9	136114581	136118875	4295	-
	ENSG00000275329	chr9	136122521	136124363	1843	+
LHX3	ENSG00000107187	chr9	136196250	136205128	8879	-
QSOX2	ENSG00000165661	chr9	136206333	136245841	39509	-
CCDC187	ENSG00000260220	chr9	136249971	136306901	56931	-
	ENSG00000283769	chr9	136263925	136267237	3313	+
DKFZP434A062	ENSG00000262075	chr9	136322303	136327323	5021	-
GPSM1	ENSG00000160360	chr9	136327476	136359605	32130	+
DNLZ	ENSG00000213221	chr9	136359480	136363744	4265	-
CARD9	ENSG00000187796	chr9	136361903	136373681	11779	-
SNAPC4	ENSG00000165684	chr9	136375577	136400168	24592	-
ENTR1	ENSG00000165689	chr9	136401922	136410614	8693	-
PMPCA	ENSG00000165688	chr9	136410641	136423761	13121	+
INPP5E	ENSG00000148384	chr9	136428619	136439845	11227	-
SEC16A	ENSG00000148396	chr9	136440096	136483759	43664	-
C9orf163	ENSG00000196366	chr9	136483495	136486067	2573	+
NOTCH1	ENSG00000148400	chr9	136494433	136546048	51616	-
	ENSG00000227512	chr9	136542881	136543835	955	+
	ENSG00000237886	chr9	136546212	136549893	3682	+
LINC01451	ENSG00000279141	chr9	136612024	136617181	5158	-
HSPC324	ENSG00000228401	chr9	136648610	136660421	11812	-
EGFL7	ENSG00000172889	chr9	136658856	136672678	13823	+
AGPAT2	ENSG00000169692	chr9	136673143	136687457	14315	-
DIPK1B	ENSG00000165716	chr9	136712572	136724742	12171	+
SNHG7	ENSG00000233016	chr9	136721366	136728184	6819	-
LCN10	ENSG00000187922	chr9	136738167	136743356	5190	-
LCN6	ENSG00000267206	chr9	136744017	136748525	4509	-
LCN8	ENSG00000204001	chr9	136754386	136758543	4158	-
LCN15	ENSG00000177984	chr9	136759634	136766255	6622	-
TMEM141	ENSG00000244187	chr9	136791344	136793317	1974	+
CCDC183	ENSG00000213213	chr9	136796338	136807741	11404	+
CCDC183-AS1	ENSG00000228544	chr9	136803927	136808848	4922	-
RABL6	ENSG00000196642	chr9	136807943	136841187	33245	+
AJM1	ENSG00000232434	chr9	136844415	136848801	4387	+
PHPT1	ENSG00000054148	chr9	136848724	136851027	2304	+
MAMDC4	ENSG00000177943	chr9	136850943	136860799	9857	+
EDF1	ENSG00000107223	chr9	136862119	136866308	4190	-
TRAF2	ENSG00000127191	chr9	136881912	136926607	44696	+
	ENSG00000260190	chr9	136937169	136937988	820	-
FBXW5	ENSG00000159069	chr9	136940435	136944738	4304	-
C8G	ENSG00000176919	chr9	136945185	136946975	1791	+
LCN12	ENSG00000184925	chr9	136949551	136955497	5947	+
	ENSG00000198454	chr9	136969243	136971990	2748	+
PTGDS	ENSG00000107317	chr9	136975092	136981742	6651	+
LCNL1	ENSG00000214402	chr9	136981904	136986410	4507	+
PAXX	ENSG00000148362	chr9	136992422	136993984	1563	+
CLIC3	ENSG00000169583	chr9	136994608	136996568	1961	-
ABCA2	ENSG00000107331	chr9	137007234	137028922	21689	-
LINC02908	ENSG00000180539	chr9	137027464	137037957	10494	+
FUT7	ENSG00000180549	chr9	137030174	137033010	2837	-
NPDC1	ENSG00000107281	chr9	137039463	137046179	6717	-
ENTPD2	ENSG00000054179	chr9	137048107	137054061	5955	-
